file,n,ngram,count
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,the life and work,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,life and work of,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,and work of an,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,work of an american,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,of an american master,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,the drop of blood,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,of the poetry drama,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,kevin prufer and michael,6
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,prufer and michael dumanis,6
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,the abortionist and the,6
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,to be set to,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,be set to music,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,kevin prufer and robert,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,prufer and robert mcdonough,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,4,cleveland cleveland state university,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,edit by kevin prufer and,9
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,on the life and work,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,the life and work of,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,life and work of an,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,and work of an american,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,work of an american master,7
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,kevin prufer and michael dumanis,6
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,to be set to music,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,kevin prufer and robert mcdonough,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,by russell atkins edit by,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,russell atkins on the life,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,atkins on the life and,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,of an american master edit,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,an american master edit by,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,american master edit by kevin,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,master edit by kevin prufer,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,by kevin prufer and michael,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,prufer and michael dumanis warrensburg,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,and michael dumanis warrensburg pleiades,5
27-Understanding Russell Atkins_s Poetry through His Plays.pdf,5,michael dumanis warrensburg pleiades press,5
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,vol no pp,20
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,the sense of,19
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,sense of an,18
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,of an ending,15
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,critique study in,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,study in contemporary,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,in contemporary fiction,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,all across the,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,across the country,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,julian barnes england,9
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,barnes england england,9
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,the country people,9
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,in julian barnes,8
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,it be the,8
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,ali smith autumn,7
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,the theme park,6
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,in england england,6
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,in the sense,5
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,country people feel,5
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,3,the post brexit,4
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,the sense of an,18
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,sense of an ending,15
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,critique study in contemporary,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,study in contemporary fiction,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,all across the country,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,julian barnes england england,9
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,across the country people,9
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,in the sense of,5
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,the country people feel,5
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,in julian barnes england,4
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,in ali smith autumn,4
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,brexit post imperial affects,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,post imperial affects in,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,imperial affects in julian,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,school of foreign studies,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,sense of an end,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,the longue durée of,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,and the sense of,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,foreclose the possibility of,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,4,thing all across the,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,the sense of an ending,15
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,critique study in contemporary fiction,10
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,all across the country people,9
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,in the sense of an,5
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,across the country people feel,5
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,in julian barnes england england,4
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,brexit post imperial affects in,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,post imperial affects in julian,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,the sense of an end,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,and the sense of an,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,thing all across the country,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,the country people feel they,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,julian barnes the sense of,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,barnes the sense of an,3
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,why britain chooses brexit post,2
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,britain chooses brexit post imperial,2
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,chooses brexit post imperial affects,2
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,imperial affects in julian barnes,2
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,affects in julian barnes fiction,2
27-Why Britain Chooses Brexit_ Post-Imperial Affects in Julian Barnes_ Fiction and Brexlits.pdf,5,in julian barnes fiction and,2
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,faustus and mephistopheles,12
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,the early modern,10
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,in early modern,9
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,in doctor faustus,8
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,the devil in,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,the possibility of,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,in the early,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,early modern england,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,with the devil,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,university press pp,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,in christopher marlowe,6
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,doctor faustus and,6
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,between faustus and,6
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,in the play,6
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,in faustus study,6
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,the necromantic book,6
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,the scholar and,5
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,and the devil,5
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,christopher marlowe doctor,5
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,3,marlowe doctor faustus,5
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,in the early modern,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,in early modern england,7
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,between faustus and mephistopheles,6
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,christopher marlowe doctor faustus,5
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,the early modern period,5
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,sweet mephistopheles tell i,4
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,the scholar and the,4
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,scholar and the devil,4
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,and the devil in,4
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,in christopher marlowe doctor,4
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,mephistopheles tell i desire,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,tell i desire between,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,i desire between the,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,desire between the scholar,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,between the scholar and,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,the devil in christopher,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,devil in christopher marlowe,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,a learnèd magician and,3
27-_Sweet Mephistopheles_ tell me__ desire between the scholar and the devil in Christopher Marlo.pdf,4,who make the world,3
